"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"151","Abangan. #PiliPinasDebates2016  https://t.co/Fpw7ipz5yf",FALSE,2,NA,2016-03-11 00:27:19,FALSE,NA,"708086865618808832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EyypreaaL",0,FALSE,FALSE,NA,NA
"152","More arguments, and less TV ads for the second #PiliPinasDebates2016, please?",FALSE,0,NA,2016-03-11 00:13:40,FALSE,NA,"708083430366388224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shiieeeela",0,FALSE,FALSE,NA,NA
"153","Taipan Gotianun passes away | https://t.co/qhdDO2k43O #PHVote#PiliPinasDebates2016 https://t.co/HOtfe7OAGa",FALSE,0,NA,2016-03-11 00:10:47,FALSE,NA,"708082707255808002",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"154","Abangan ang susunod na #PiliPinasDebates2016 on March 20, 5 PM, dito lang sa TV5! #BilangPilipino https://t.co/YPz8n2mSoA",FALSE,807,NA,2016-03-10 23:57:10,FALSE,NA,"708079279167414272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BilangPilipino",538,FALSE,FALSE,NA,NA
"155","VP Binay not immune from suit, says Cayetano | https://t.co/h54CU5lRda #PHVote#PiliPinasDebates2016 https://t.co/iGmWPURdX5",FALSE,0,NA,2016-03-10 23:55:42,FALSE,NA,"708078910521548800",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"156","‘90%’ of Makati inmates bruised after protest | https://t.co/CzDBajng87 #PHVote#PiliPinasDebates2016 https://t.co/3dv9dBmUA8",FALSE,0,NA,2016-03-10 23:40:38,FALSE,NA,"708075117738217472",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"157","‘Can’t you take a joke?’ Erap tells justice who convicted him | https://t.co/whS4VkIw6Q #PHVote#PiliPinasDebates2016 https://t.co/Cg2mZrvc6l",FALSE,0,NA,2016-03-10 23:25:33,FALSE,NA,"708071322778099715",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"158","4 Durolfo suspects on BI lookout list | https://t.co/x6TaIJl1On #PHVote#PiliPinasDebates2016 https://t.co/1i0107KZWr",FALSE,0,NA,2016-03-10 23:10:29,FALSE,NA,"708067532205203456",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"159","Antipolo work site landslide kills 3; probe on | https://t.co/i6Iue3YaCg #PHVote#PiliPinasDebates2016 https://t.co/SwJeveyDEU",FALSE,0,NA,2016-03-10 22:55:24,FALSE,NA,"708063737060544512",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"160","DOH: Beware of heatstroke | https://t.co/dCJxCQD16I #PHVote#PiliPinasDebates2016 https://t.co/IkxQUqKsHo",FALSE,0,NA,2016-03-10 22:40:20,FALSE,NA,"708059944155615232",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"161","Smartmatic fears election failure | https://t.co/sJmQNxiBGw #PHVote#PiliPinasDebates2016 https://t.co/wI4BrngS8l",FALSE,0,NA,2016-03-10 22:25:16,FALSE,NA,"708056150701264897",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
"162","Fisherfolk blame El Niño for big drop in fish catch | https://t.co/lhBX5rZeGf #PHVote#PiliPinasDebates2016 https://t.co/84D0gceu1T",FALSE,0,NA,2016-03-10 22:10:11,FALSE,NA,"708052357066596352",NA,"<a href=""http://theusefulapps.com"" rel=""nofollow"">PHNews 24x7</a>","phnews24x7",0,FALSE,FALSE,NA,NA
